127.0.0.1 - - [06/May/2024:21:56:17 -0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:23 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:23 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2972
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:23 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:23 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:23 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:23 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 230
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:26 -0700] "POST /201_final_project/CreateTask HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:26 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 266
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:26 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 266
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:26 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 266
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:27 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:27 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:27 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:27 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 268
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:29 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:29 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:29 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:29 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 266
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:31 -0700] "POST /201_final_project/CreateTask HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:31 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 308
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:31 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 308
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:31 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 308
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:31 -0700] "POST /201_final_project/DeleteTask HTTP/1.1" 200 70
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:31 -0700] "POST /201_final_project/DeleteTask HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:31 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 266
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:31 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 266
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:31 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 266
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:33 -0700] "POST /201_final_project/CreateTask HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:33 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 312
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:33 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 312
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:33 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 312
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:37 -0700] "POST /201_final_project/CreateTask HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:37 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:37 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:37 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:39 -0700] "POST /201_final_project/CreateTask HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:39 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:39 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:39 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:52 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:52 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:52 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:52 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:53 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:53 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:53 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:53 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:54 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:54 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:54 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:54 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:55 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:55 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:55 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:55 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:55 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:55 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:55 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:55 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:56 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:56 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:56 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:56 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:56 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:56 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:56 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:56 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:57 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:57 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:57 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:57 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:57 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:57 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:57 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:57 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 398
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:58 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:58 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:58 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:58 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:58 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:58 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:58 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:58 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:59 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:59 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:59 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [06/May/2024:22:25:59 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:00 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:00 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:00 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:00 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:00 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:00 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:00 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:00 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:01 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:01 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:01 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:01 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:01 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:01 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:01 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:01 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:02 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:02 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:02 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:02 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:04 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:04 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:04 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:04 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 394
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:05 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:05 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:05 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:05 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 393
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:06 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:06 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:06 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:06 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 394
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:06 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:06 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:06 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:06 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 396
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:59 -0700] "POST /201_final_project/ShuffleTask HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:59 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 413
0:0:0:0:0:0:0:1 - - [06/May/2024:22:26:59 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 413
0:0:0:0:0:0:0:1 - - [06/May/2024:22:27:01 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 413
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:18 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1947
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:18 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2972
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:18 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:18 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:18 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:19 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 413
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:19 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:19 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1947
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:19 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2972
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:19 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:19 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:20 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:20 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:20 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 413
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:21 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:21 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 411
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:21 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 411
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:21 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 411
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:22 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:22 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 413
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:22 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 413
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:22 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 413
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:23 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:23 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 411
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:23 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 411
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:23 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 411
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:24 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:24 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 413
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:24 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 413
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:24 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 413
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:34 -0700] "POST /201_final_project/CompleteTask HTTP/1.1" 200 47
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:34 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 411
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:34 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 411
0:0:0:0:0:0:0:1 - - [06/May/2024:22:29:34 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 411
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:27 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1947
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:27 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:27 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2971
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:27 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:27 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:27 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:27 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 411
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:47 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1947
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:47 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2971
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:47 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:47 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:47 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:47 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:47 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 411
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:48 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1947
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:48 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2971
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:48 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:48 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:48 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:48 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:48 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 411
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:52 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1947
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:52 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:52 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:52 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:52 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:52 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 411
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:52 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:56 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1947
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:56 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:56 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:56 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:56 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:56 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:56 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 411
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:57 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1947
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:57 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:57 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:57 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:57 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:57 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:57 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 411
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:58 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1947
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:58 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:58 -0700] "GET /201_final_project/household.css HTTP/1.1" 200 2970
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:58 -0700] "POST /201_final_project/ProgressBar HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:58 -0700] "GET /201_final_project/ws HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:58 -0700] "GET /favicon.ico HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:58 -0700] "POST /201_final_project/HouseholdPage HTTP/1.1" 200 411
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:59 -0700] "GET /201_final_project/household.html HTTP/1.1" 200 1947
0:0:0:0:0:0:0:1 - - [06/May/2024:22:30:59 -0700] "GET /201_final_project/household.js HTTP/1.1" 200 7203
